,gid,2030val,layer,geometry
1856,ㅼ궗586479,42.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0314387060961 37.52947961563426, 127.0314330677185 37.53038094750627, 127.0325648373656 37.53038543254044, 127.0325704621256 37.52948410052329, 127.0314387060961 37.52947961563426)))"
1857,ㅼ궗600422,31.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0475934328991 37.4781651574275, 127.0475879989832 37.47906649919685, 127.0487189968353 37.47907082440636, 127.0487244171678 37.47816948249697, 127.0475934328991 37.4781651574275)))"
1858,ㅼ궗580482,60.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0246310142006 37.53215647111809, 127.0246252933529 37.53305780169597, 127.0257571023403 37.53306235224468, 127.0257628095686 37.53216102151954, 127.0246310142006 37.53215647111809)))"
1859,ㅼ궗607445,217.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0553874744966 37.49892605361207, 127.0553821301919 37.49982739316856, 127.0565134423055 37.49983164576378, 127.0565187730129 37.49893030606965, 127.0553874744966 37.49892605361207)))"
1860,ㅼ궗619432,116.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.069030406009 37.48725892009082, 127.0690252278716 37.48816026307614, 127.0701563660754 37.48816438393178, 127.0701615306233 37.48726304081305, 127.069030406009 37.48725892009082)))"
1861,ㅼ궗631435,126.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0825888705715 37.49001168732281, 127.0825838548391 37.4909130314705, 127.083715036536 37.49091702276235, 127.083720038677 37.49001567848546, 127.0825888705715 37.49001168732281)))"
1862,ㅼ궗585479,43.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0303069503178 37.5294751199001, 127.0303012983225 37.53037645162663, 127.0314330677185 37.53038094750627, 127.0314387060961 37.52947961563426, 127.0303069503178 37.5294751199001)))"
1865,ㅼ궗597429,13.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0441621537669 37.48446150378862, 127.0441566773942 37.48536284416606, 127.045287769618 37.48536720284001, 127.0452932324033 37.48446586232146, 127.0441621537669 37.48446150378862)))"
1866,ㅼ궗605465,28.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0530174027219 37.51694427547753, 127.0530120264354 37.51784561198683, 127.0541436101445 37.51784988901718, 127.0541489728217 37.51694855236944, 127.0530174027219 37.51694427547753)))"
1867,ㅼ궗645435,25.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0984252441012 37.49006657806511, 127.0984204186505 37.49096792398974, 127.0995516034116 37.49097176365572, 127.0995564152707 37.49007041760679, 127.0984252441012 37.49006657806511)))"
1868,ㅼ궗609472,223.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0575064266301 37.52327067451971, 127.0575011031215 37.52417201061078, 127.0586327830654 37.52417624523738, 127.0586380929605 37.52327490900927, 127.0575064266301 37.52327067451971)))"
1869,ㅼ궗640411,6.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.092886767937 37.46841488923617, 127.0928818797563 37.46931623785552, 127.0940127374058 37.46932012864941, 127.0940176120094 37.46841877990409, 127.092886767937 37.46841488923617)))"
1870,ㅼ궗590480,30.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0359601478079 37.53039882256994, 127.0359545636522 37.53130015488173, 127.0370863479162 37.5313045966776, 127.0370919184536 37.53040326422207, 127.0359601478079 37.53039882256994)))"
1871,ㅼ궗596455,150.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0428882569079 37.5078919355351, 127.0428827605863 37.50879327216864, 127.0440142060528 37.50879764534957, 127.0440196887712 37.50789630857448, 127.0428882569079 37.5078919355351)))"
1872,ㅼ궗637413,47.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0894843789851 37.47020584864266, 127.0894794496343 37.47110719660519, 127.0906103337847 37.4711111201192, 127.0906152495573 37.47020977202963, 127.0894843789851 37.47020584864266)))"
1874,ㅼ궗578470,14.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0224363812991 37.52133136357308, 127.0224306362844 37.52223269551932, 127.0235622813691 37.52223726598586, 127.0235680127717 37.52133593389172, 127.0224363812991 37.52133136357308)))"
1875,ㅼ궗596440,221.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0429706723614 37.49437186940408, 127.0429651797107 37.49527320811605, 127.0440964211927 37.49527757917424, 127.0441019002492 37.49437624032076, 127.0429706723614 37.49437186940408)))"
1876,ㅼ궗596469,6.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0428112861214 37.52051063579437, 127.0428057863711 37.52141197048783, 127.0439374223462 37.52141634565065, 127.0439429084848 37.52051501081563, 127.0428112861214 37.52051063579437)))"
1877,ㅼ궗613428,29.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0622646995433 37.48362859825589, 127.0622594408059 37.48452994098739, 127.0633905232624 37.48453412627636, 127.0633957684129 37.48363278340936, 127.0622646995433 37.48362859825589)))"
1878,ㅼ궗588459,203.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0338143887797 37.51146190221904, 127.033808782634 37.51236323715325, 127.0349402805435 37.51236769760849, 127.0349458730837 37.51146636252994, 127.0338143887797 37.51146190221904)))"
1879,ㅼ궗583465,22.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0281229221868 37.51684744125621, 127.0281172464969 37.51774877463161, 127.0292488247974 37.51775329015598, 127.0292544868782 37.51685195663444, 127.0281229221868 37.51684744125621)))"
1880,ㅼ궗613462,61.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0620857710008 37.51427417343055, 127.0620805042934 37.51517551145296, 127.0632120490701 37.51517970135051, 127.0632173021699 37.51427836319252, 127.0620857710008 37.51427417343055)))"
1881,ㅼ궗598470,196.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0450690585657 37.52142070997142, 127.0450635857951 37.52232204480911, 127.0461952358707 37.5223263984287, 127.046200695029 37.52142506345013, 127.0450690585657 37.52142070997142)))"
1883,ㅼ궗603466,46.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0507488597361 37.51783702540401, 127.0507434559901 37.51873836149689, 127.0518750528296 37.51874266034777, 127.0518804429657 37.51784132411578, 127.0507488597361 37.51783702540401)))"
1884,ㅼ궗615439,110.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0644692775012 37.49355172314242, 127.0644640433741 37.49445306462123, 127.0655952757951 37.49445722973748, 127.0656004963285 37.49355588812385, 127.0644692775012 37.49355172314242)))"
1885,ㅼ궗581452,23.0,"강남구 20,30대 인구수","MULTIPOLYGON (((127.0259339082569 37.50512103529685, 127.0259282086502 37.50602237018107, 127.0270596095734 37.50602690547795, 127.027065295579 37.50512557044694, 127.0259339082569 37.50512103529685)))"
4170,ㅼ궗578438,166.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0226200867198 37.49248866809295, 127.022614349888 37.49339000447538, 127.0237455596863 37.49339457021069, 127.0237512829255 37.49249323368047, 127.0226200867198 37.49248866809295)))"
4171,ㅼ궗588408,84.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0340999713556 37.46549363681444, 127.0340943779301 37.46639497881585, 127.0352251827289 37.46639943191312, 127.0352307625798 37.46549808976754, 127.0340999713556 37.46549363681444)))"
4172,ㅼ궗561455,74.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0032883002506 37.50773205203188, 127.003282327824 37.50863338349057, 127.0044137643611 37.50863813596698, 127.0044197231849 37.50773680435447, 127.0032883002506 37.50773205203188)))"
4173,ㅼ궗557432,62.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9989011543803 37.48698228677715, 126.9988951337137 37.48788362080704, 127.0000262564732 37.48788841306182, 127.000032263551 37.4869870788768, 126.9989011543803 37.48698228677715)))"
4174,ㅼ궗593424,146.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0396654915848 37.47993726025466, 127.0396599620938 37.48083860075693, 127.0407909854072 37.48084300203046, 127.0407965013138 37.47994166138569, 127.0396654915848 37.47993726025466)))"
4175,ㅼ궗561454,85.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0032942724112 37.50683072043448, 127.0032883002506 37.50773205203188, 127.0044197231849 37.50773680435447, 127.0044256817433 37.50683547260326, 127.0032942724112 37.50683072043448)))"
4176,ㅼ궗566449,85.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.008980838523 37.50234770902173, 127.0089749356882 37.50324904207804, 127.0101062919384 37.50325373945763, 127.0101121811739 37.5023524062493, 127.008980838523 37.50234770902173)))"
4177,ㅼ궗547425,73.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9876331657229 37.48062443911937, 126.987627011088 37.48152577254963, 126.9887580360305 37.48153067198147, 126.988764177081 37.48062933839258, 126.9876331657229 37.48062443911937)))"
4178,ㅼ궗565457,153.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0078021572836 37.50955366030806, 127.0077962387411 37.51045499210255, 127.0089277035437 37.51045970153621, 127.0089336084823 37.50955836958931, 127.0078021572836 37.50955366030806)))"
4179,ㅼ궗580414,119.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0250194346363 37.47086566659429, 127.0250137310899 37.47176700659816, 127.026144615339 37.47177154714209, 127.0261503053072 37.47087020699122, 127.0250194346363 37.47086566659429)))"
4180,ㅼ궗542418,131.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9820216631959 37.47429044805697, 126.9820154425786 37.47519178166002, 126.9831463710665 37.47519673410051, 126.9831525781036 37.47429540033715, 126.9820216631959 37.47429044805697)))"
4181,ㅼ궗580405,57.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0250707551245 37.46275360032367, 127.0250650538638 37.46365494157469, 127.0261958159309 37.46365948079568, 127.0262015036188 37.46275813939768, 127.0250707551245 37.46275360032367)))"
4182,ㅼ궗579404,118.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.023945721463 37.46184770918827, 127.0239400068841 37.46274905043053, 127.0250707551245 37.46275360032367, 127.0250764561313 37.4618522589341, 127.023945721463 37.46184770918827)))"
4183,ㅼ궗543424,150.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9831153317338 37.47970340083656, 126.9831091230377 37.48060473376761, 126.9842401332957 37.48060967634436, 126.984246328408 37.4797083432533, 126.9831153317338 37.47970340083656)))"
4184,ㅼ궗557425,37.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9989432915392 37.4806729446849, 126.9989372727493 37.48157427968553, 127.0000683003999 37.48157907085445, 127.0000743056051 37.48067773569871, 126.9989432915392 37.4806729446849)))"
4186,ㅼ궗564431,108.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0068248494534 37.48611426883011, 127.0068189241726 37.48701560407724, 127.0079500352035 37.48702032037765, 127.007955946896 37.48611898497786, 127.0068248494534 37.48611426883011)))"
4187,ㅼ궗608398,9.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0567690486308 37.45656718421657, 127.0567637290706 37.45746853041981, 127.0578944030031 37.4574727657318, 127.0578997089944 37.45657141939142, 127.0567690486308 37.45656718421657)))"
4188,ㅼ궗573431,27.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0170047358643 37.48615632434606, 127.0169989328786 37.48705766095464, 127.0181300462575 37.48706227979836, 127.0181358356547 37.48616094304024, 127.0170047358643 37.48615632434606)))"
4189,ㅼ궗553432,85.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.994376720385 37.48696301009434, 126.9943706453632 37.48786434350018, 126.9955017670465 37.48786917907005, 126.9955078284795 37.48696784550765, 126.994376720385 37.48696301009434)))"
4190,ㅼ궗567458,27.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0100591686095 37.51046440013226, 127.0100532770126 37.51136573209257, 127.0111847559454 37.51137042000272, 127.0111906339376 37.5104690878907, 127.0100591686095 37.51046440013226)))"
4191,ㅼ궗577450,21.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0214198687678 37.50330011733733, 127.0214141152688 37.50420145190814, 127.0225454879712 37.5042060302525, 127.0225512278702 37.50330469553349, 127.0214198687678 37.50330011733733)))"
4192,ㅼ궗577455,73.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0213910987102 37.5078067888051, 127.0213853439297 37.50870812268276, 127.0225167846409 37.5087127017681, 127.0225225258184 37.50781136774224, 127.0213910987102 37.5078067888051)))"
4193,ㅼ궗551423,100.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9921694125729 37.47884130271544, 126.9921633128192 37.47974263705544, 126.9932943116839 37.47974749286779, 126.9933003978542 37.47884615837059, 126.9921694125729 37.47884130271544)))"
4194,ㅼ궗567455,73.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0100768418256 37.50776040341931, 127.010070951016 37.50866173579564, 127.0112023891365 37.50866642325063, 127.0112082663433 37.50776509072259, 127.0100768418256 37.50776040341931)))"
4195,ㅼ궗555426,26.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9966752182531 37.48156466486871, 126.9966691720249 37.48246599941939, 126.9978002127238 37.48247081239677, 126.9978062453669 37.48156947769028, 126.9966752182531 37.48156466486871)))"
4196,ㅼ궗551419,16.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.992193808871 37.47523596396849, 126.9921877102039 37.47613729886326, 126.993318654739 37.47614215404681, 126.9933247398252 37.47524081899486, 126.992193808871 37.47523596396849)))"
4197,ㅼ궗567447,12.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.010123958858 37.50054973941664, 127.0101180701471 37.50145107290231, 127.0112493994618 37.5014557591437, 127.0112552745747 37.50055442550637, 127.010123958858 37.50054973941664)))"
4198,ㅼ궗570463,160.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0134243088584 37.51498509158008, 127.0134184567724 37.51588642330116, 127.0145500045216 37.51589107945072, 127.0145558429999 37.51498974757897, 127.0134243088584 37.51498509158008)))"
4199,ㅼ궗601414,107.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0487677711385 37.47095874223545, 127.0487623527369 37.47186008525291, 127.049893242181 37.4718643985195, 127.0498986470041 37.47096305536238, 127.0487677711385 37.47095874223545)))"
4200,ㅼ궗559422,109.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0012232931994 37.47797850912306, 127.0012173023793 37.47887984484955, 127.0023482898122 37.47888461390259, 127.0023542670496 37.4779832780217, 127.0012232931994 37.47797850912306)))"
4201,ㅼ궗576408,9.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0205304962687 37.46543935739934, 127.020524739948 37.4663406976432, 127.0216555417175 37.46634528058728, 127.0216612844637 37.46544394019504, 127.0205304962687 37.46543935739934)))"
4202,ㅼ궗573437,119.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0169699140731 37.49156434191826, 127.0169641095365 37.49246567769511, 127.0180953044585 37.49247029743602, 127.0181010954031 37.49156896150964, 127.0169699140731 37.49156434191826)))"
4203,ㅼ궗574442,284.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0180721381005 37.49607563975528, 127.0180663458661 37.49697697498853, 127.0191976090154 37.49698158464479, 127.0192033876547 37.49608024926233, 127.0180721381005 37.49607563975528)))"
4204,ㅼ궗595420,14.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0419495181266 37.47634068715793, 127.0419440167846 37.47724202849896, 127.0430749862546 37.47724640755284, 127.0430804740146 37.47634506607004, 127.0419495181266 37.47634068715793)))"
4205,ㅼ궗574448,80.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0180373808238 37.50148364907525, 127.0180315870412 37.50238498347667, 127.0191629317737 37.50238959402827, 127.0191687119576 37.50148825947761, 127.0180373808238 37.50148364907525)))"
4206,ㅼ궗583421,118.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0283724024295 37.47718863551509, 127.028366737852 37.47808997498894, 127.0294977179242 37.47809448408667, 127.0295033689193 37.47719314446685, 127.0283724024295 37.47718863551509)))"
4207,ㅼ궗553435,82.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9943584945079 37.48966700989582, 126.9943524186744 37.49056834288558, 126.9954835811275 37.49057317892506, 126.9954896433705 37.48967184577875, 126.9943584945079 37.48966700989582)))"
4209,ㅼ궗557429,102.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9989192147713 37.48427828385538, 126.9989131949091 37.48517961830131, 127.000044276904 37.4851844100907, 127.0000502831792 37.48428307548965, 126.9989192147713 37.48427828385538)))"
4210,ㅼ궗573439,163.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0169583047413 37.49336701333332, 127.0169524996875 37.4942683488329, 127.0180837217954 37.49427296887291, 127.0180895132559 37.49337163322377, 127.0169583047413 37.49336701333332)))"
4211,ㅼ궗577404,33.0,"서초구 20,30대 인구수","MULTIPOLYGON (((127.0216842528907 37.46183857724026, 127.0216785111676 37.46273991818681, 127.0228092588983 37.46274448971824, 127.0228149870493 37.46184314862365, 127.0216842528907 37.46183857724026)))"
4212,ㅼ궗550436,59.0,"서초구 20,30대 인구수","MULTIPOLYGON (((126.9909589329411 37.49055376978836, 126.9909528160634 37.49145510216767, 126.992083991294 37.49145997085412, 126.9920900945805 37.49055863831722, 126.9909589329411 37.49055376978836)))"
