,gid,TL_cnt
1358,다사591449,34
1359,다사591450,4
1360,다사591453,10
1361,다사591454,5
1362,다사591455,5
1363,다사591456,12
1364,다사591457,2
1365,다사591458,2
1366,다사591461,4
1367,다사591463,2
1368,다사591464,22
1369,다사591465,23
1370,다사591466,54
1371,다사591467,3
1372,다사591468,3
1373,다사591469,14
1374,다사591470,25
1375,다사591471,9
1376,다사591472,19
1377,다사591473,18
1378,다사591474,40
1379,다사591475,34
1380,다사591476,25
1381,다사591477,43
1382,다사592406,2
1383,다사592411,63
1384,다사592412,4
1385,다사592413,7
1386,다사592414,6
1387,다사592415,4
1388,다사592416,10
1389,다사592419,3
1390,다사592420,4
1391,다사592421,6
1392,다사592422,10
1393,다사592423,5
1394,다사592424,5
1395,다사592425,2
1396,다사592426,5
1397,다사592428,5
1398,다사592429,1
1399,다사592430,4
1400,다사592431,10
1401,다사592433,4
1402,다사592436,3
1403,다사592437,12
1404,다사592438,41
1405,다사592439,3
1406,다사592440,18
1407,다사592441,10
1408,다사592442,14
1409,다사592443,6
1410,다사592444,5
1411,다사592445,2
1412,다사592446,3
1413,다사592447,10
1414,다사592448,10
1415,다사592449,21
1416,다사592450,17
1417,다사592451,4
1418,다사592452,3
1419,다사592453,4
1420,다사592455,2
1421,다사592456,6
1422,다사592457,22
1423,다사592460,2
1424,다사592462,1
1425,다사592463,3
1426,다사592464,6
1427,다사592465,24
1428,다사592466,2
1429,다사592467,1
1430,다사592469,12
1431,다사592470,20
1432,다사592472,8
1433,다사592473,25
1434,다사592474,36
1435,다사592475,27
1436,다사592476,47
1437,다사592477,18
1438,다사593411,5
1439,다사593412,7
1440,다사593413,3
1441,다사593414,1
1442,다사593415,3
1443,다사593416,2
1444,다사593417,3
1445,다사593419,3
1446,다사593420,4
1447,다사593421,4
1448,다사593422,17
1449,다사593423,1
1450,다사593424,3
1451,다사593425,2
1452,다사593426,3
1453,다사593427,5
1454,다사593428,6
1455,다사593429,5
1456,다사593430,1
1457,다사593432,1
1458,다사593434,4
1459,다사593436,2
1460,다사593437,17
1461,다사593438,6
1462,다사593439,3
1463,다사593440,9
1464,다사593441,9
1465,다사593442,8
1466,다사593443,4
1467,다사593445,1
1468,다사593446,10
1469,다사593447,11
1470,다사593448,1
1471,다사593449,20
1472,다사593450,34
1473,다사593451,5
1474,다사593452,25
1475,다사593453,12
1476,다사593454,6
1477,다사593455,10
1478,다사593456,8
1479,다사593457,4
1480,다사593460,1
1481,다사593461,2
1482,다사593462,3
1483,다사593463,13
1484,다사593464,13
1485,다사593465,8
1486,다사593466,20
1487,다사593467,2
1488,다사593468,4
1489,다사593470,6
1490,다사593471,26
1491,다사593472,3
