,gid,TL_cnt
1368,다사651406,1
1369,다사651432,1
1370,다사652406,4
1371,다사652418,1
1372,다사653414,1
1373,다사654417,1
1374,다사655418,1
1375,다사656419,3
1376,다사657418,1
1377,다사658419,2
1378,다사663409,1
